gt_L_r,gt_L_g,gt_L_b,gt_T_r,gt_T_g,gt_T_b,pred_L_r,pred_L_g,pred_L_b,pred_T_r,pred_T_g,pred_T_b
0,0,0,1,0.944053,1,0,0,0,1,0.94366,0.697403
0,0,0,0.992908,0.919824,1,0,0,0,1,0.972204,0.730963
0,0,0,1,0.945814,0.39653,0,0,0,0.999986,0.957833,0.732018
0,0,0,1,0.935815,0.700964,0,0,0,0.999783,0.912124,0.672332
0,0,0,0.978438,0.928246,1,0,0,0,0.981203,0.963231,0.801315
0,0,0,1,0.953173,1,0,0,0,0.978713,0.952309,0.758511
0,0,0,0.993506,0.919958,1,0,0,0,1,0.973443,0.746509
0,0,0,1,0.958515,1,0,0,0,1,0.976084,0.722723
0,0,0,1,0.933811,1,0,0,0,0.999999,0.93233,0.68437
0,0,0,0,0,0,0,0,0,0.890485,0.861072,0.688364
0,0,0,1,0.949558,1,0,0,0,1,0.971019,0.743168
0,0,0,1,0.951578,1,0,0,0,1,0.947088,0.693888
0,0,0,1,0.909794,1,0,0,0,1,0.964522,0.731251
0,0,0,1,0.998114,0.370634,0,0,0,1,0.974337,0.707405
0,0,0,0.996106,0.922226,1,0,0,0,1,0.972882,0.738292
0,0,0,0,0,0,0,0,0,0.936749,0.892187,0.695028
0,0,0,0,0,0,0,0,0,0.904819,0.868493,0.680879
0,0,0,1,0.956887,1,0,0,0,1,0.984635,0.75037
0,0,0,1,0.934761,0.791757,0,0,0,1,0.97801,0.733356
0,0,0,1,0.940818,0.576638,0,0,0,1,0.982757,0.734691
0,0,0,0.990398,0.913883,1,0,0,0,1,0.953275,0.709422
0,0,0,0.989736,0.997114,0.439987,0,0,0,1,0.966789,0.734881
0,0,0,1,0.933499,0.980521,0,0,0,0.903294,0.854763,0.666171
0,0,0,1,0.969093,0.590344,0,0,0,0.997933,0.954052,0.741487
0,0,0,0,0,0,0,0,0,0.959535,0.928797,0.739986
0,0,0,1,0.934005,1,0,0,0,0.999997,0.971618,0.752377
0,0,0,0.991605,0.950008,0.855855,0,0,0,0.997949,0.949201,0.728265
0,0,0,1,0.952603,0.263405,0,0,0,1,0.950411,0.714528
0,0,0,1,0.932811,1,0,0,0,0.999973,0.928539,0.68784
0,0,0,1,0.973439,0.195735,0,0,0,1,0.950869,0.696784
0,0,0,1,0.934002,0.834911,0,0,0,1,0.969324,0.741487
0,0,0,1,0.919776,1,0,0,0,1,0.963092,0.734691
0,0,0,0.992751,0.91707,1,0,0,0,0.999359,0.944485,0.711631
0,0,0,1,0.94221,1,0,0,0,1,0.963712,0.73029
0,0,0,0,0,0,0,0,0,0.891999,0.845305,0.685739
0,0,0,1,0.956545,0.227313,0,0,0,1,0.951142,0.698638
0.0303477,0.0041754,0,1,0.940647,0.575445,0,0,0,0.896251,0.866019,0.682362
0,0,0,1,0.952026,1,0,0,0,0.999999,0.931338,0.68679
0,0,0,0,0,0,0,0,0,0.999947,0.920074,0.676727
0,0,0,0.961565,0.934248,1,0,0,0,1,0.949949,0.690663
1.51395e-05,1.43051e-06,0,0,0,0,0,0,0,0.892937,0.870597,0.693369
0,0,0,1,0.933557,0.978529,0,0,0,1,0.968321,0.703448
0,0,0,1,0.945815,1,0,0,0,0.997065,0.974773,0.794225
0,0,0,1,0.938849,1,0,0,0,0.99999,0.938576,0.695028
0,0,0,1,0.933448,1,0,0,0,0.99993,0.956309,0.744099
0,0,0,0.986486,0.912392,1,0,0,0,1,0.961171,0.739422
0,0,0,1,0.915812,1,0,0,0,0.999445,0.937783,0.700588
0,0,0,1,0.984121,0.254283,0,0,0,0.999985,0.923316,0.675122
0,0,0,1,0.998391,0.210719,0,0,0,0.99488,0.925095,0.697918
0,0,0,1,0.936625,1,0,0,0,0.998595,0.956634,0.747063
0,0,0,0.994138,0.912747,1,0,0,0,0.990329,0.898053,0.663778
0,0,0,1,0.94231,1,0,0,0,0.999999,0.945197,0.693473
0,0,0,1,0.935315,0.745475,0,0,0,1,0.928409,0.686685
0,0,0,1,0.941837,0.536923,0,0,0,0.999995,0.969728,0.727104
0,0,0,1,0.947245,0.365229,0,0,0,0.944485,0.907967,0.695235
0,0,0,1,0.935413,1,0,0,0,1,0.949949,0.7011
0,0,0,1,0.946285,1,0,0,0,1,0.978343,0.756717
0,0,0,1,0.947944,0.46403,0,0,0,0.969149,0.938011,0.747984
0,0,0,1,0.949043,1,0,0,0,0.99091,0.895705,0.68458
0,0,0,0,0,0,0,0,0,0.946892,0.91804,0.732209
0,0,0,0,0,0,0,0,0,0.861305,0.795022,0.641984
0,0,0,1,0.922841,1,0,0,0,0.998665,0.90878,0.669745
0,0,0,1,0.927865,1,0,0,0,0.999951,0.95877,0.741487
0,0,0,0.999612,0.961219,0.711207,0,0,0,0.99395,0.928279,0.737536
0,0,0,1,0.971107,0.204664,0,0,0,1,0.964052,0.737725
0,0,0,1,0.939489,1,0,0,0,1,0.952926,0.719384
0,0,0,1,0.947638,1,0,0,0,0.998408,0.969785,0.79166
0,0,0,1,1,0.266715,0,0,0,0.999997,0.957755,0.722037
0,0,0,1,0.936744,0.498596,0,0,0,0.999999,0.959913,0.735831
0.000500077,6.56822e-05,0,1,0.933446,0.982297,0,0,0,1,0.939582,0.683631
0,0,0,0.971183,0.912193,1,0,0,0,0.999911,0.938011,0.701611
0,0,0,1,0.949447,0.336495,0,0,0,0.884239,0.838283,0.653127
0,0,0,1,0.949879,1,0,0,0,1,0.966537,0.741487
0,0,0,0.96838,0.936424,1,0,0,0,1,0.97859,0.750736
0,0,0,0,0,0,0,0,0,1,0.946001,0.69451
0,0,0,1,0.993581,0.442004,0,0,0,1,0.951863,0.722037
0,0,0,0.963677,0.933668,1,0,0,0,1,0.972467,0.743168
0,0,0,1,0.975464,0.192674,0,0,0,1,0.981489,0.720467
0,0,0,1,0.939343,1,0,0,0,1,0.938913,0.683525
0,0,0,1,0.979163,0.216631,0,0,0,0.997419,0.901053,0.674158
0,0,0,1,0.948816,1,0,0,0,0.999999,0.970964,0.708515
0,0,0,1,0.949809,1,0,0,0,0.999996,0.964119,0.743168
0,0,0,1,0.944787,1,0,0,0,0.875681,0.846958,0.639398
0,0,0,1,0.953267,1,0,0,0,0.999981,0.93233,0.68742
0,0,0,1,0.915548,1,0,0,0,0.999999,0.958304,0.709724
0,0,0,1,0.93746,0.462206,0,0,0,1,0.964722,0.743541
0,0,0,1,0.976819,0.194636,0,0,0,1,0.962883,0.737536
0,0,0,1,0.973555,0.196084,0,0,0,0.913984,0.894052,0.712032
0,0,0,1,0.944519,0.429825,0,0,0,1,0.942188,0.685634
0,0,0,1,0.969052,0.591018,0,0,0,0.980243,0.953013,0.784484
0,0,0,1,0.933813,0.879511,0,0,0,0.999639,0.954478,0.737158
0,0,0,1,0.934064,0.838112,0,0,0,0.999999,0.951684,0.724188
0,0,0,1,0.98039,0.409347,0,0,0,1,0.940353,0.687
0,0,0,1,0.939748,0.617905,0,0,0,1,0.975155,0.729905
0,0,0,1,0.946526,0.337313,0,0,0,0.967595,0.921922,0.716516
0,0,0,1,0.981534,0.201595,0,0,0,0.999967,0.916559,0.674158
0,0,0,1,0.97414,0.491335,0,0,0,0.999545,0.949856,0.713631
0,0,0,1,0.937689,0.365319,0,0,0,1,0.968974,0.731251
0,0,0,0.999655,0.961223,0.711163,0,0,0,0.943556,0.891999,0.691393
0,0,0,1,0.931517,0.9846,0,0,0,0.999995,0.97319,0.730386
0,0,0,1,0.963287,0.242203,0,0,0,0.994066,0.970296,0.820326
0,0,0,0.976538,0.91958,1,0,0,0,1,0.947478,0.700588
0,0,0,0.99284,0.950145,0.854332,0,0,0,0.998996,0.946399,0.742422
0,0,0,1,0.939762,1,0,0,0,1,0.974288,0.744471
0,0,0,1,0.945242,1,0,0,0,1,0.959307,0.727201
0,0,0,1,0.997831,0.312433,0,0,0,1,0.942612,0.686895
0,0,0,1,0.934718,1,0,0,0,0.999999,0.930332,0.676834
0,0,0,1,0.935788,0.700565,0,0,0,0.999974,0.930205,0.685739
0,0,0,1,0.94465,0.430332,0,0,0,0.968201,0.941115,0.757615
0,0,0,1,0.969068,0.590756,0,0,0,1,0.980581,0.747432
0,0,0,1,0.971182,0.201007,0,0,0,0.999996,0.960361,0.718989
0,0,0,0.972279,0.911644,1,0,0,0,1,0.97458,0.719876
0,0,0,1,0.944817,1,0,0,0,1,0.959988,0.721547
0,0,0,1,0.949427,1,0,0,0,0.999999,0.961171,0.733929
0,0,0,0.992047,0.919628,1,0,0,0,1,0.931213,0.68763
0,0,0,1,0.953978,1,0,0,0,0.9996,0.959459,0.735452
0,0,0,1,0.93362,1,0,0,0,0.959687,0.938913,0.7696
0,0,0,1,0.972278,0.202003,0,0,0,0.999984,0.928149,0.680348
0,0,0,1,0.943112,1,0,0,0,1,0.975946,0.720073
0,0,0,0.967629,0.93624,1,0,0,0,0.998579,0.957675,0.768733
0.0183527,0.00192219,0,1,0.940828,0.576709,0,0,0,0.724773,0.68742,0.505077
0,0,0,1,0.95263,0.263472,0,0,0,1,0.970296,0.742422
0.236102,0.125702,0.0216864,1,0.957551,1,0,0,0,1,0.963712,0.722037
0.0942456,0.0144313,0,1,0.998524,0.231809,0,0,0,0.852445,0.815967,0.637257
0,0,0,1,0.94445,0.42956,0,0,0,0.999953,0.967101,0.733356
0,0,0,1,0.969063,0.590839,0,0,0,0.999571,0.955981,0.730963
0,0,0,1,0.976801,0.194566,0,0,0,1,0.979036,0.76769
0,0,0,1,0.937783,1,0,0,0,0.999985,0.930332,0.682574
0,0,0,1,0.941347,1,0,0,0,1,0.955319,0.72662
0,0,0,1,0.94875,0.310724,0,0,0,0.99991,0.934873,0.706292
0,0,0,1,0.935229,0.7438,0,0,0,1,0.953188,0.704058
0,0,0,0,0,0,0,0,0,0.940024,0.914749,0.737158
0,0,0,1,0.946039,1,0,0,0,0.999594,0.918772,0.671471
0,0,0,0.970039,0.97526,0.772627,0,0,0,0.915507,0.883839,0.667364
0,0,0,1,0.90958,1,0,0,0,1,0.94699,0.697712
0,0,0,1,0.941638,0.535742,0,0,0,0.999996,0.9463,0.711832
0,0,0,1,0.958242,1,0,0,0,1,0.956391,0.727007
0,0,0,1,0.980087,0.198363,0,0,0,1,0.974386,0.749271
0,0,0,0.966912,0.92874,1,0,0,0,0.999979,0.91848,0.674479
0,0,0,0,0,0,0,0,0,0.945801,0.912124,0.723114
0,0,0,1,0.949563,1,0,0,0,1,0.963575,0.7324
0,0,0,1,0.951693,0.264444,0,0,0,0.999999,0.956634,0.737536
0,0,0,1,0.922743,1,0,0,0,0.999979,0.941547,0.707101
0,0,0,1,0.945903,1,0,0,0,0.999866,0.95096,0.709623
0,0,0,1,0.938737,0.428276,0,0,0,0.99162,0.952662,0.785638
0,0,0,0,0,0,0,0,0,0.948917,0.916559,0.73077
0,0,0,1,0.949611,1,0,0,0,1,0.964855,0.721841
0,0,0,1,0.951861,0.264875,0,0,0,0.999749,0.918918,0.68616
0,0,0,0.981963,0.924513,1,0,0,0,0.960805,0.940572,0.75274
0,0,0,0.987464,0.912689,1,0,0,0,0.999974,0.961316,0.711531
0,0,0,1,0.938861,0.428764,0,0,0,1,0.969208,0.704465
0,0,0,1,0.932837,1,0,0,0,0.999798,0.945601,0.727492
0,0,0,1,0.933719,0.927013,0,0,0,0.999984,0.933309,0.677154
0,0,0,0.968114,0.975082,0.77476,0,0,0,0.999996,0.939025,0.703753
0,0,0,1,0.933451,0.981914,0,0,0,0.999998,0.940898,0.706798
0,0,0,0.99179,0.916762,1,0,0,0,0.999999,0.936168,0.69181
0,0,0,0.96686,0.936051,1,0,0,0,0.843251,0.81257,0.600833
0,0,0,1,0.934416,1,0,0,0,0.987326,0.949106,0.773559
0,0,0,1,0.982162,0.211721,0,0,0,0.999999,0.960731,0.732783
0,0,0,1,0.955693,1,0,0,0,1,0.956309,0.69451
0,0,0,0,0,0,0,0,0,0.78842,0.744842,0.562297
0,0,0,1,0.945014,1,0,0,0,0.99993,0.948728,0.745028
0,0,0,1,0.936186,1,0,0,0,0.999988,0.955569,0.707203
0,0,0,1,0.931717,0.616582,0,0,0,0.999943,0.929824,0.691602
0,0,0,1,0.933712,1,0,0,0,1,0.945901,0.688364
0,0,0,1,0.984227,0.255583,0,0,0,0.999807,0.910704,0.672654
0,0,0,0,0,0,0,0,0,0.999965,0.9455,0.703346
0,0,0,1,0.935203,0.743238,0,0,0,0.999995,0.959078,0.711631
0,0,0,1,0.919623,1,0,0,0,1,0.965641,0.742982
0,0,0,0,0,0,0,0,0,1,0.964855,0.730482
0,0,0,0,0,0,0,0,0,0.999997,0.941975,0.704668
0,0,0,1,0.981554,0.295703,0,0,0,0.995719,0.905657,0.677474
0,0,0,0.993656,0.908858,1,0,0,0,1,0.974917,0.714628
0,0,0,0,0,0,0,0,0,0.872239,0.844665,0.654784
0,0,0,1,0.984144,0.254577,0,0,0,0.999815,0.953362,0.704973
0,0,0,1,0.948024,1,0,0,0,1,0.950041,0.694406
0,0,0,1,0.934035,0.836668,0,0,0,1,0.963643,0.720172
0,0,0,1,0.948995,1,0,0,0,1,0.966474,0.738292
0,0,0,1,0.951648,1,0,0,0,1,0.960657,0.73659
0,0,0,1,0.934777,0.792097,0,0,0,1,0.943764,0.717606
0,0,0,1,0.931837,1,0,0,0,1,0.975202,0.7478
0,0,0,1,0.937399,1,0,0,0,1,0.984575,0.738858
0,0,0,1,0.984054,0.253461,0,0,0,0.999971,0.927495,0.681303
0,0,0,1,0.943803,1,0,0,0,0.999997,0.936285,0.6973
0.745775,0.398111,0.150882,1,0.93946,0.615428,0,0,0,0.937783,0.914901,0.758332
0,0,0,1,0.922764,1,0,0,0,0.959001,0.919498,0.717903
0,0,0,1,0.951536,1,0,0,0,1,0.975012,0.723895
0,0,0,1,0.938487,0.659034,0,0,0,1,0.973037,0.728169
0,0,0,1,0.934435,1,0,0,0,0.999996,0.970127,0.739422
0,0,0,1,0.964629,1,0,0,0,1,0.966726,0.730097
0,0,0,1,0.943062,1,0,0,0,1,0.975855,0.74872
0,0,0,1,0.981316,0.345126,0,0,0,0.999998,0.952397,0.715623
0,0,0,0.968523,0.929229,1,0,0,0,1,0.981524,0.724188
0,0,0,0.993096,0.919866,1,0,0,0,0.958847,0.89534,0.687945
0,0,0,0.965751,0.93555,1,0,0,0,0.891055,0.85753,0.668772
0,0,0,1,0.943494,1,0,0,0,0.884439,0.858481,0.663233
0,0,0,1,0.973467,0.190741,0,0,0,0.974141,0.904482,0.682468
0,0,0,1,0.939601,1,0,0,0,0.999993,0.935582,0.679391
0,0,0,1,0.980684,0.207005,0,0,0,1,0.941654,0.689724
0,0,0,1,0.969251,0.587745,0,0,0,0.999987,0.943138,0.695441
0,0,0,1,0.964828,1,0,0,0,0.999998,0.933066,0.67854
0,0,0,1,0.933386,1,0,0,0,0.999995,0.956063,0.742795
0,0,0,0,0,0,0,0,0,0.923454,0.891999,0.729134
0,0,0,1,0.938858,0.42875,0,0,0,0.999713,0.940024,0.707203
0,0,0,0,0,0,0,0,0,0.90053,0.871912,0.677261
0,0,0,1,0.935158,0.536521,0,0,0,0.999998,0.947672,0.731059
0,0,0,1,0.933628,1,0,0,0,1,0.97458,0.721547
0,0,0,1,0.937957,1,0,0,0,1,0.977241,0.728169
0,0,0,0,0,0,0,0,0,0.998445,0.928018,0.7011
0,0,0,1,0.933808,0.878862,0,0,0,1,0.96856,0.736021
0,0,0,1,0.980387,0.409492,0,0,0,0.999998,0.969208,0.744842
0,0,0,0,0,0,0,0,0,0.913984,0.888372,0.707405
0,0,0,1,0.958509,0.216258,0,0,0,0.993069,0.901227,0.676406
0,0,0,1,0.925412,0.74351,0,0,0,0.999976,0.961534,0.737347
0,0,0,0.986873,0.971168,0.639138,0,0,0,1,0.970296,0.735452
0,0,0,0.976694,0.923059,1,0,0,0,0.957991,0.931587,0.774413
0,0,0,1,0.942319,1,0,0,0,0.944485,0.924005,0.742048
0,0,0,1,0.971101,0.200797,0,0,0,0.999432,0.966092,0.736211
0,0,0,1,0.927124,1,0,0,0,0.853058,0.824462,0.618147
0,0,0,0.993339,0.91992,1,0,0,0,0.999999,0.933188,0.679923
0,0,0,1,0.949499,1,0,0,0,1,0.972882,0.739234
0,0,0,1,0.933565,1,0,0,0,1,0.963506,0.735831
0,0,0,1,0.959459,1,0,0,0,0.995514,0.924142,0.685739
0,0,0,0.995367,0.913064,1,0,0,0,0.999999,0.962673,0.712032
0,0,0,0,0,0,0,0,0,0.871803,0.81538,0.627837
0,0,0,1,0.955628,1,0,0,0,0.964589,0.941331,0.76856
0,0,0,1,0.933271,0.884264,0,0,0,1,0.973844,0.722135
0,0,0,1,0.955267,1,0,0,0,0.999997,0.950869,0.723212
0,0,0,0,0,0,0,0,0,0.841044,0.811228,0.612368
0,0,0,0,0,0,0,0,0,0.987568,0.950041,0.736969
0,0,0,1,0.936134,0.655949,0,0,0,0.999995,0.939471,0.699049
0,0,0,1,0.937819,1,0,0,0,1,0.957833,0.698741
0,0,0,1,0.975605,0.193145,0,0,0,0.866585,0.826852,0.620277
0,0,0,1,0.951122,1,0,0,0,0.952486,0.930584,0.757436
0,0,0,1,0.934891,0.535,0,0,0,1,0.965053,0.740925
0,0,0,0.987067,0.997063,0.441588,0,0,0,0.999998,0.933673,0.679923
0,0,0,1,0.963645,0.243064,0,0,0,1,0.958693,0.741112
0,0,0,0,0,0,0,0,0,0.97007,0.946399,0.753648
0,0,0,1,0.955801,0.229948,0,0,0,0.999221,0.953362,0.747063
0,0,0,0,0,0,0,0,0,0.941547,0.919787,0.750187
0,0,0,1,0.933619,1,0,0,0,0.999998,0.934395,0.679285
0,0,0,1,0.945904,1,0,0,0,1,0.959231,0.730386
0,0,0,1,0.95413,0.244098,0,0,0,0.881615,0.853425,0.643777
0,0,0,1,0.959223,1,0,0,0,0.999695,0.942507,0.706697
0,0,0,1,0.951039,0.286409,0,0,0,1,0.979116,0.751648
0,0,0,1,0.937435,0.462092,0,0,0,0.998745,0.942188,0.727685
0,0,0,0.992614,0.908439,1,0,0,0,0.999997,0.941115,0.699254
0,0,0,0,0,0,0,0,0,0.943556,0.895157,0.683525
0,0,0,1,0.93344,0.575676,0,0,0,0.999998,0.939359,0.687315
0,0,0,1,0.944465,0.429617,0,0,0,0.999986,0.923592,0.672224
0,0,0,1,0.963435,0.243083,0,0,0,1,0.951594,0.691602
0,0,0,1,0.945956,1,0,0,0,0.999999,0.934155,0.679391
0,0,0,1,0.998464,0.231259,0,0,0,1,0.948537,0.693161
0,0,0,1,0.971149,0.204782,0,0,0,0.999997,0.949482,0.709623
0,0,0,1,0.935171,0.742662,0,0,0,0.999963,0.911967,0.683102
0,0,0,1,0.93855,0.65969,0,0,0,0.999834,0.956145,0.713931
0,0,0,1,0.964516,1,0,0,0,1,0.966789,0.7413
0,0,0,0.995112,0.909274,1,0,0,0,0.999998,0.932821,0.679498
0,0,0,1,0.939363,1,0,0,0,0.998364,0.959687,0.775775
0,0,0,1,0.934016,0.83546,0,0,0,1,0.969671,0.741112
0,0,0,1,0.945275,0.927741,0,0,0,0.999985,0.926304,0.679179
0,0,0,1,0.948455,1,0,0,0,0.958615,0.928797,0.776284
0,0,0,1,0.948257,0.311027,0,0,0,0.954563,0.897695,0.676299
0,0,0,1,0.924049,1,0,0,0,0.939582,0.914901,0.737347
0,0,0,1,0.939267,1,0,0,0,0.999999,0.938913,0.694199
0,0,0,1,0.951387,1,0,0,0,1,0.931836,0.682574
0,0,0,1,0.941126,1,0,0,0,0.999844,0.922343,0.687735
0,0,0,1,0.984682,0.294745,0,0,0,1,0.9666,0.711631
0,0,0,1,0.934714,0.790463,0,0,0,1,0.957038,0.704668
0.0571468,0.0122915,0,0,0,0,0,0,0,0.857171,0.819316,0.590366
0,0,0,1,0.945472,0.925619,0,0,0,0.999626,0.914596,0.690872
0,0,0,1,0.993578,0.442128,0,0,0,0.962321,0.931463,0.759761
0,0,0,1,0.933267,0.883966,0,0,0,0.973944,0.949576,0.792304
0,0,0,0,0,0,0,0,0,1,0.938913,0.685423
0,0,0,0.991172,0.936562,1,0,0,0,0.958304,0.931213,0.777975
0,0,0,0.967675,0.930811,1,0,0,0,0.999239,0.913522,0.694303
0,0,0,1,0.994328,0.201775,0,0,0,0.982624,0.963712,0.777131
0,0,0,0,0,0,0,0,0,0.941975,0.918334,0.757974
0,0,0,1,0.951715,0.264499,0,0,0,1,0.982151,0.733356
0,0,0,0,0,0,0,0,0,0.865906,0.785473,0.583203
0,0,0,1,0.929765,1,0,0,0,0.999992,0.958924,0.726232
0,0,0,0.977367,0.923205,1,0,0,0,0.90764,0.881819,0.687735
0,0,0,1,0.919754,1,0,0,0,1,0.954052,0.73077
0,0,0,1,0.941529,1,0,0,0,0.956715,0.928018,0.744656
0,0,0,1,0.963974,0.201424,0,0,0,1,0.974773,0.715325
0,0,0,0,0,0,0,0,0,0.895523,0.86681,0.660282
0,0,0,1,0.937887,0.463693,0,0,0,0.936518,0.894605,0.722135
0,0,0,0,0,0,0,0,0,1,0.979433,0.749454
0,0,0,1,0.968626,0.213406,0,0,0,1,0.951594,0.690976
0,0,0,1,0.940902,0.577218,0,0,0,1,0.969728,0.739611
0,0,0,1,0.931061,1,0,0,0,1,0.973993,0.744842
0,0,0,1,0.93619,0.498623,0,0,0,0.99162,0.908942,0.693161
0,0,0,1,0.93466,0.78874,0,0,0,0.963161,0.944382,0.780328
0,0,0,1,0.976903,0.185336,0,0,0,1,0.959837,0.700895
0,0,0,1,0.934281,1,0,0,0,0.999661,0.943764,0.692746
0,0,0,1,0.950762,1,0,0,0,0.999644,0.950503,0.712232
0,0,0,1,0.951754,0.264601,0,0,0,0.951414,0.931711,0.722625
0,0,0,1,0.975416,0.192515,0,0,0,0.926437,0.893123,0.695545
7.15256e-07,0,0,1,0.932621,1,0,0,0,0.999972,0.967717,0.724091
0,0,0,1,0.978449,0.207065,0,0,0,1,0.931463,0.697918
0,0,0,1,0.946713,0.336702,0,0,0,0.970521,0.904987,0.683947
0,0,0,1,0.936024,1,0,0,0,0.999974,0.962036,0.747432
0,0,0,0.992006,0.930399,1,0,0,0,1,0.952131,0.731826
0,0,0,1,0.941716,0.536204,0,0,0,1,0.961171,0.739046
0,0,0,0,0,0,0,0,0,0.947381,0.890865,0.725649
0,0,0,1,0.957318,1,0,0,0,0.999999,0.977197,0.743727
0,0,0,1,0.945998,0.39656,0,0,0,0.999983,0.961389,0.696578
0.276733,0.140182,0.0121859,0,0,0,0,0,0,1,0.969498,0.737536
0,0,0,1,0.935205,0.743369,0,0,0,0.975623,0.957517,0.793746
0,0,0,0,0,0,0,0,0,0.992481,0.970409,0.816113
0,0,0,0,0,0,0,0,0,0.999997,0.972934,0.73659
0,0,0,1,0.974185,0.490229,0,0,0,0.999963,0.927232,0.68595
0,0,0,1,0.984216,0.255447,0,0,0,0.999963,0.943556,0.705075
0,0,0,1,0.94621,0.397294,0,0,0,0.999994,0.96175,0.739799
0,0,0,1,0.949783,1,0,0,0,0.992597,0.955651,0.754553
0,0,0,1,0.951737,0.264556,0,0,0,0.934753,0.901575,0.708717
0,0,0,1,0.944854,1,0,0,0,1,0.971992,0.720762
0,0,0,1,0.94858,0.310257,0,0,0,0.999978,0.958693,0.732209
0.0609428,0.0205452,0.000318715,0,0,0,0,0,0,0.85269,0.821188,0.658198
0,0,0,0.983557,0.98442,0.639795,0,0,0,0.999999,0.97801,0.722233
0,0,0,1,0.937328,1,0,0,0,0.999885,0.937555,0.695648
0,0,0,1,0.910671,1,0,0,0,0.885235,0.810479,0.631822
0,0,0,1,0.979158,0.2166,0,0,0,0.999823,0.955817,0.738292
0,0,0,1,0.947442,0.36508,0,0,0,0.999998,0.968201,0.731251
0,0,0,0,0,0,0,0,0,0.99985,0.953966,0.722429
0,0,0,0,0,0,0,0,0,0.898411,0.85931,0.669313
0,0,0,1,0.933469,0.575875,0,0,0,0.908293,0.863852,0.683102
0,0,0,1,0.977035,0.204595,0,0,0,1,0.976038,0.724188
0,0,0,1,0.998415,0.210887,0,0,0,0.964321,0.934634,0.767864
0,0,0,1,0.93467,0.788989,0,0,0,0.977841,0.951863,0.757974
0,0,0,0,0,0,0,0,0,0.913984,0.876211,0.678966
0,0,0,0.9923,0.908342,1,0,0,0,1,0.972519,0.72086
0,0,0,1,0.981315,0.344944,0,0,0,0.99999,0.924688,0.671794
0,0,0,0.976749,0.923071,1,0,0,0,0.999803,0.964119,0.738292
0,0,0,1,0.971169,0.200975,0,0,0,0.999997,0.936981,0.680879
0,0,0,1,0.950724,1,0,0,0,0.995208,0.901053,0.669529
0,0,0,1,0.953214,1,0,0,0,0.99981,0.918772,0.676834
0,0,0,0,0,0,0,0,0,0.923316,0.894789,0.707
0,0,0,1,0.941745,0.536381,0,0,0,0.999992,0.9455,0.713232
0,0,0,1,0.933259,0.886005,0,0,0,0.886224,0.814053,0.611672
0,0,0,0.973275,0.913739,1,0,0,0,0.99968,0.951594,0.730963
0,0,0,1,0.959784,0.208946,0,0,0,0.999984,0.962462,0.713032
0,0,0,0.992992,0.908666,1,0,0,0,0.999995,0.927626,0.675444
0,0,0,0,0,0,0,0,0,0.999981,0.933188,0.688887
0,0,0,1,0.934489,1,0,0,0,1,0.979668,0.724968
0,0,0,1,0.975621,0.193197,0,0,0,1,0.933431,0.683842
0,0,0,1,0.950756,0.309304,0,0,0,1,0.976669,0.748352
0,0,0,0,0,0,0,0,0,0.798501,0.762424,0.5592
0,0,0,1,0.982565,0.226104,0,0,0,1,0.954478,0.715424
0,0,0,0,0,0,0,0,0,1,0.974869,0.745398
0,0,0,1,0.954987,1,0,0,0,1,0.976847,0.710226
0,0,0,0.967848,0.975057,0.77506,0,0,0,1,0.975855,0.742795
0,0,0,0,0,0,0,0,0,1,0.98366,0.753467
0,0,0,0,0,0,0,0,0,0.999997,0.955651,0.739046
0,0,0,1,0.975565,0.201618,0,0,0,0.993902,0.975809,0.826852
0,0,0,1,0.931382,1,0,0,0,1,0.96944,0.745398
0,0,0,1,0.958294,1,0,0,0,0.999998,0.958847,0.735831
0,0,0,1,0.949293,1,0,0,0,1,0.969498,0.721253
0,0,0,1,0.94181,0.536763,0,0,0,0.999984,0.916857,0.693992
0,0,0,1,0.934905,1,0,0,0,0.999999,0.955817,0.700588
0,0,0,1,0.984127,0.25436,0,0,0,0.99661,0.922622,0.699254
0,0,0,0,0,0,0,0,0,0.882428,0.853547,0.658088
0,0,0,0.973125,0.913689,1,0,0,0,1,0.941547,0.685844
0,0,0,0,0,0,0,0,0,0.999923,0.927757,0.681091
0,0,0,0,0,0,0,0,0,0.941331,0.919208,0.749821
0,0,0,1,0.980397,0.408984,0,0,0,1,0.970576,0.747063
0,0,0,0,0,0,0,0,0,0.934634,0.894973,0.701815
0,0,0,1,0.980409,0.408396,0,0,0,0.978549,0.918626,0.697094
0,0,0,0,0,0,0,0,0,0.999999,0.935228,0.680879
0,0,0,0,0,0,0,0,0,0.993385,0.969032,0.780328
0,0,0,1,0.937535,0.462539,0,0,0,1,0.950595,0.699152
0,0,0,1,0.980216,0.279987,0,0,0,1,0.983909,0.75183
0,0,0,1,0.957873,0.309929,0,0,0,0.999998,0.937897,0.686895
0,0,0,1,0.943071,1,0,0,0,0.999807,0.911495,0.672439
0,0,0,1,0.945348,1,0,0,0,1,0.9462,0.689201
0,0,0,1,0.98509,0.210842,0,0,0,1,0.954478,0.735452
0,0,0,1,0.910619,1,0,0,0,1,0.960063,0.736401
0,0,0,0,0,0,0,0,0,0.947088,0.907967,0.732209
0,0,0,0.97277,0.913569,1,0,0,0,0.999998,0.958538,0.704465
0,0,0,1,0.93326,0.881969,0,0,0,0.999915,0.964722,0.722821
0,0,0,1,0.933697,0.927467,0,0,0,0.936168,0.904313,0.720958
