gt_L_r,gt_L_g,gt_L_b,gt_T_r,gt_T_g,gt_T_b,pred_L_r,pred_L_g,pred_L_b,pred_T_r,pred_T_g,pred_T_b
0,0,0,1,0.934266,1,0,0,0,0.995834,0.920647,0.688154
0,0,0,1,0.949036,1,0,0,0,1,0.972362,0.717606
0,0,0,1,0.936686,0.498319,0,0,0,1,0.962883,0.742048
0,0,0,0.979001,0.934929,1,0,0,0,0.960063,0.932207,0.781664
0,0,0,1,0.905649,1,0,0,0,0.984575,0.966156,0.803637
0,0,0,1,0.920445,0.977188,0,0,0,0.912124,0.878731,0.702224
0,0,0,0,0,0,0,0,0,0.86916,0.831691,0.629661
0,0,0,1,0.950259,0.286049,0,0,0,0.999983,0.956309,0.723505
0,0,0,0,0,0,0,0,0,0.812867,0.774413,0.562417
0,0,0,1,0.95488,1,0,0,0,1,0.96856,0.726037
0,0,0,1,0.943607,1,0,0,0,0.944689,0.903294,0.727975
0,0,0,1,0.947652,0.36575,0,0,0,0.975577,0.957278,0.799599
0,0,0,1,0.98132,0.345497,0,0,0,1,0.953794,0.71423
0,0,0,1,0.948535,0.310134,0,0,0,0.999997,0.949856,0.70791
0,0,0,1,0.946841,0.499315,0,0,0,1,0.96802,0.694924
0,0,0,1,0.960814,0.263848,0,0,0,0.998469,0.894789,0.672009
0,0,0,1,0.976931,0.411054,0,0,0,0.958069,0.937211,0.75037
0,0,0,1,0.931271,1,0,0,0,0.944382,0.920932,0.761538
0,0,0,1,0.941403,1,0,0,0,0.999988,0.960952,0.715424
0,0,0,1,0.943103,1,0,0,0,1,0.959383,0.743913
0,0,0,0,0,0,0,0,0,0.855972,0.825871,0.618377
0,0,0,1,0.943071,1,0,0,0,0.999993,0.959154,0.73412
0,0,0,1,0.978414,0.206885,0,0,0,0.999923,0.939359,0.698432
0,0,0,1,0.958436,1,0,0,0,0.792464,0.752377,0.572185
0,0,0,1,0.964489,1,0,0,0,1,0.971886,0.724968
0,0,0,1,0.93429,1,0,0,0,1,0.964187,0.732018
0,0,0,1,0.948746,1,0,0,0,1,0.956391,0.72526
0,0,0,0,0,0,0,0,0,0.888178,0.844537,0.64969
0,0,0,1,0.958154,0.772341,0,0,0,1,0.946101,0.70253
0,0,0,1,0.981319,0.345337,0,0,0,1,0.980803,0.745028
0,0,0,1,0.975543,0.201535,0,0,0,0.999998,0.971779,0.756717
0,0,0,1,0.956891,1,0,0,0,1,0.97631,0.724286
0,0,0,1,0.933691,0.928686,0,0,0,0.99961,0.920647,0.675229
0,0,0,1,0.984183,0.255051,0,0,0,1,0.971074,0.741674
0,0,0,1,0.949018,1,0,0,0,0.999997,0.976265,0.736211
0,0,0,1,0.941336,1,0,0,0,1,0.976129,0.752013
0,0,0,1,0.941832,0.536896,0,0,0,0.937211,0.91848,0.733165
0,0,0,1,0.93403,0.836461,0,0,0,1,0.951051,0.730963
0,0,0,1,0.937388,0.703067,0,0,0,1,0.972831,0.725746
0,0,0,1,0.950817,0.309471,0,0,0,1,0.951594,0.692434
0,0,0,1,0.926731,1,0,0,0,0.999992,0.949949,0.733738
0,0,0,1,0.932382,0.933933,0,0,0,0.999999,0.941439,0.68616
0,0,0,1,0.985807,0.266646,0,0,0,0.999977,0.923454,0.677047
0.00283316,0.000639115,0,1,0.934239,1,0,0,0,0.999825,0.921074,0.676192
0,0,0,1,0.981594,0.201912,0,0,0,0.938011,0.901401,0.710427
0,0,0,1,0.977707,0.489255,0,0,0,0.999992,0.961461,0.731826
0,0,0,1,0.984103,0.254069,0,0,0,1,0.973894,0.747432
0,0,0,0,0,0,0,0,0,0.84607,0.816845,0.615203
0,0,0,1,0.939657,0.61713,0,0,0,1,0.977629,0.751283
0,0,0,1,0.998479,0.231396,0,0,0,0.999929,0.922343,0.686475
0,0,0,1,0.939897,1,0,0,0,1,0.973443,0.728265
0,0,0,1,0.955245,1,0,0,0,0.96741,0.939913,0.788583
0,0,0,0,0,0,0,0,0,0.781831,0.742422,0.540651
0,0,0,1,0.943474,1,0,0,0,0.999918,0.953449,0.737725
0,0,0,1,0.955433,1,0,0,0,1,0.957278,0.733356
0,0,0,0,0,0,0,0,0,0.769254,0.735262,0.565419
0,0,0,1,0.948508,1,0,0,0,0.963984,0.93511,0.787114
0,0,0,1,0.961269,0.263318,0,0,0,0.99999,0.949482,0.724773
0,0,0,0,0,0,0,0,0,0.827271,0.789396,0.61057
0,0,0,1,0.969256,0.210034,0,0,0,1,0.9699,0.745769
0,0,0,0.993428,0.912562,1,0,0,0,1,0.962813,0.744842
0,0,0,0,0,0,0,0,0,0.831006,0.801936,0.606207
0,0,0,1,0.935239,1,0,0,0,1,0.944995,0.689306
0,0,0,1,0.905707,1,0,0,0,0.999929,0.921358,0.676086
0,0,0,1,0.934615,0.787373,0,0,0,0.999912,0.918918,0.678114
0,0,0,1,0.937346,0.702478,0,0,0,0.997876,0.967287,0.794066
0,0,0,0,0,0,0,0,0,0.93511,0.907476,0.713432
0,0,0,0.968968,0.936568,1,0,0,0,0.854885,0.818156,0.612136
0,0,0,0.966055,0.935649,1,0,0,0,1,0.955817,0.696991
0,0,0,1,0.932541,1,0,0,0,1,0.967225,0.738292
0,0,0,1,0.940715,0.575928,0,0,0,1,0.974821,0.749271
0,0,0,1,0.964526,1,0,0,0,0.997876,0.957517,0.733356
0,0,0,1,0.945632,0.395884,0,0,0,0.831964,0.801004,0.591074
0,0,0,1,0.942708,0.464662,0,0,0,0.999995,0.960435,0.728072
0,0,0,1,0.981657,0.202243,0,0,0,1,0.969266,0.730578
0,0,0,1,0.932406,0.932893,0,0,0,0.999994,0.970854,0.741487
0,0,0,0.989935,0.938859,1,0,0,0,0.999996,0.937096,0.681515
0,0,0,1,0.937564,0.462667,0,0,0,1,0.958538,0.721743
0,0,0,0.993093,0.950174,0.85402,0,0,0,0.999973,0.947769,0.694303
0,0,0,1,0.941384,1,0,0,0,0.924279,0.860721,0.6973
0,0,0,1,0.9353,1,0,0,0,1,0.940463,0.689619
0,0,0,1,0.944517,0.429821,0,0,0,0.999943,0.92657,0.690663
0,0,0,0,0,0,0,0,0,0.934035,0.90599,0.709321
0,0,0,0,0,0,0,0,0,0.944995,0.920647,0.748904
0,0,0,1,0.952555,0.263286,0,0,0,1,0.974483,0.722429
0,0,0,1,0.919796,1,0,0,0,0.999863,0.955068,0.739046
0,0,0,1,0.93841,0.658209,0,0,0,0.86511,0.811825,0.631708
0,0,0,1,0.936622,1,0,0,0,0.999983,0.958069,0.737914
0,0,0,1,0.93095,1,0,0,0,0.999997,0.949482,0.709019
0,0,0,1,0.981609,0.201992,0,0,0,0.999999,0.966156,0.714429
0,0,0,1,0.956943,1,0,0,0,0.981203,0.966092,0.810179
0,0,0,1,0.933694,0.928124,0,0,0,1,0.971347,0.739986
0,0,0,0.99159,0.930266,1,0,0,0,0.827271,0.802091,0.602646
0,0,0,1,0.946118,0.396979,0,0,0,0.953101,0.93233,0.772874
0,0,0,1,0.952114,1,0,0,0,0.999999,0.969266,0.734691
0,0,0,0.992591,0.917019,1,0,0,0,0.995977,0.979195,0.81946
0,0,0,0.968089,0.930927,1,0,0,0,0.999993,0.956957,0.734691
0,0,0,0.99268,0.912367,1,0,0,0,0.999425,0.948728,0.717111
0,0,0,1,0.95173,1,0,0,0,0.916708,0.879147,0.68616
0,0,0,1,0.990206,0.532353,0,0,0,1,0.963369,0.723895
0,0,0,1,0.933468,0.575863,0,0,0,0.999879,0.955486,0.73412
0,0,0,1,0.931016,1,0,0,0,1,0.9463,0.70202
0,0,0,1,0.938615,0.660375,0,0,0,0.999923,0.950227,0.704567
0,0,0,1,0.978452,0.185166,0,0,0,1,0.966474,0.734691
0,0,0,1,0.947917,0.463912,0,0,0,0.800224,0.765067,0.573678
0,0,0,1,0.961343,0.709605,0,0,0,1,0.973594,0.721645
0,0,0,1,0.976801,0.194566,0,0,0,0.999973,0.922482,0.671901
0,0,0,1,0.950686,0.309114,0,0,0,0.896976,0.862583,0.660282
0,0,0,1,0.931649,0.616037,0,0,0,0.999926,0.947866,0.71103
0,0,0,1,0.933524,1,0,0,0,0.999949,0.923178,0.677687
0,0,0,1,0.975955,0.382505,0,0,0,0.999972,0.951774,0.740362
0,0,0,1,0.968608,0.213361,0,0,0,0.947381,0.918187,0.748168
0,0,0,0,0,0,0,0,0,1,0.957198,0.721939
0,0,0,1,0.92505,1,0,0,0,0.999965,0.927888,0.685634
0,0,0,1,0.949846,1,0,0,0,1,0.973544,0.727104
0,0,0,1,0.958673,0.216701,0,0,0,1,0.968974,0.732018
0,0,0,0,0,0,0,0,0,0.940463,0.922622,0.75183
0,0,0,1,0.924204,0.788156,0,0,0,0.999999,0.950778,0.716119
0,0,0,0.966886,0.930591,1,0,0,0,0.99999,0.950778,0.738669
0,0,0,1,0.939619,0.616813,0,0,0,1,0.978094,0.72487
0,0,0,0.984108,0.984454,0.639311,0,0,0,1,0.97458,0.714429
0,0,0,1,0.935206,0.743395,0,0,0,0.847842,0.814791,0.633183
0,0,0,0.983688,0.971522,0.839838,0,0,0,0.999999,0.971074,0.711531
0,0,0,1,0.936179,1,0,0,0,1,0.979861,0.767516
0,0,0,1,0.934633,0.787837,0,0,0,0.999993,0.941439,0.70202
0,0,0,1,0.946086,1,0,0,0,0.999997,0.962603,0.722821
0,0,0,1,0.947857,0.36569,0,0,0,1,0.976847,0.730001
0,0,0,1,0.959482,1,0,0,0,0.999942,0.951863,0.742422
0,0,0,1,0.910478,1,0,0,0,1,0.965381,0.742982
0,0,0,1,0.954866,0.243186,0,0,0,1,0.98315,0.745028
0,0,0,1,0.950397,1,0,0,0,0.992,0.949669,0.728941
0,0,0,1,0.96161,0.706158,0,0,0,0.999964,0.933673,0.696991
0,0,0,0,0,0,0,0,0,0.869271,0.838548,0.662906
0,0,0,0.993739,0.908882,1,0,0,0,0.999999,0.937096,0.68215
0,0,0,0.981492,0.95805,1,0,0,0,0.994467,0.896795,0.669961
0,0,0,1,0.943446,1,0,0,0,0.999999,0.968321,0.731059
0,0,0,1,0.944954,1,0,0,0,1,0.959001,0.700792
0,0,0,1,0.936048,1,0,0,0,1,0.960657,0.730963
0,0,0,1,0.948826,1,0,0,0,0.999993,0.969498,0.715921
0,0,0,1,0.948047,1,0,0,0,0.999998,0.939359,0.68721
0,0,0,0,0,0,0,0,0,0.941115,0.913984,0.737536
0,0,0,0,0,0,0,0,0,0.936285,0.917598,0.746139
0,0,0,1,0.938949,1,0,0,0,1,0.952926,0.717408
0,0,0,0,0,0,0,0,0,0.999999,0.931088,0.677047
0,0,0,0,0,0,0,0,0,0.980319,0.961678,0.80837
0,0,0,1,0.934506,1,0,0,0,0.981418,0.948058,0.743913
0,0,0,1,0.95522,1,0,0,0,1,0.945801,0.690768
0,0,0,0.986891,0.997059,0.441695,0,0,0,0.999988,0.969149,0.716119
0,0,0,0.96712,0.936115,1,0,0,0,0.996663,0.972831,0.810629
0,0,0,1,0.944,1,0,0,0,1,0.954308,0.705684
0,0,0,1,0.935819,1,0,0,0,0.999987,0.915053,0.685318
0,0,0,1,0.980018,0.198044,0,0,0,0.99839,0.969208,0.768907
0,0,0,1,0.954346,0.244637,0,0,0,0.999998,0.972046,0.737725
0,0,0,1,0.94804,0.464136,0,0,0,0.959154,0.907476,0.692642
0,0,0,1,0.93363,0.975841,0,0,0,1,0.972882,0.719975
0,0,0,0.991491,0.919502,1,0,0,0,0.952486,0.924279,0.754734
0,0,0,1,0.945838,1,0,0,0,1,0.974965,0.714528
0,0,0,0,0,0,0,0,0,0.950319,0.902952,0.727685
0,0,0,1,0.951543,1,0,0,0,0.898411,0.842604,0.664649
0,0,0,1,0.93465,0.428997,0,0,0,0.993042,0.927495,0.717507
0,0,0,0,0,0,0,0,0,0.999996,0.962532,0.741487
0,0,0,1,0.944726,1,0,0,0,1,0.982014,0.736211
0,0,0,1,0.985075,0.210746,0,0,0,0.99986,0.92079,0.691185
0,0,0,0.968794,0.936525,1,0,0,0,0.999996,0.964789,0.715325
0,0,0,1,0.933274,0.574571,0,0,0,1,0.979668,0.742048
0,0,0,0,0,0,0,0,0,0.904313,0.87213,0.676086
0,0,0,0,0,0,0,0,0,0.99867,0.950227,0.738103
0,0,0,0.981707,0.924429,1,0,0,0,0.999999,0.966663,0.739234
0,0,0,1,0.935654,1,0,0,0,1,0.929696,0.683208
0,0,0,1,0.961351,0.709493,0,0,0,0.997925,0.961534,0.739799
0,0,0,1,0.939355,1,0,0,0,1,0.982151,0.744656
0,0,0,1,0.971102,0.200798,0,0,0,0.999996,0.931587,0.680772
0,0,0,1,0.933565,0.977995,0,0,0,0.999998,0.951414,0.729327
0,0,0,1,0.933183,1,0,0,0,0.999994,0.957437,0.711832
0,0,0,1,0.982231,0.212153,0,0,0,0.999998,0.935935,0.683947
1.90735e-06,1.19209e-07,0,0,0,0,0,0,0,0.831417,0.790045,0.602939
0,0,0,1,0.933387,1,0,0,0,0.999965,0.951863,0.705176
0,0,0,0,0,0,0,0,0,0.999973,0.936401,0.694406
0,0,0,0.961781,0.934312,1,0,0,0,1,0.980839,0.712432
0,0,0,1,0.949311,0.287826,0,0,0,0.999985,0.965706,0.735262
0,0,0,1,0.939599,1,0,0,0,1,0.965185,0.750918
0,0,0,1,0.941719,1,0,0,0,0.99884,0.917154,0.688154
0,0,0,1,0.943491,1,0,0,0,0.944893,0.897874,0.70416
0,0,0,1,0.958732,0.216858,0,0,0,1,0.969613,0.74872
0,0,0,1,0.963936,0.241552,0,0,0,0.952926,0.921358,0.76856
0,0,0,1,0.946282,0.396987,0,0,0,0.892563,0.840259,0.66356
0,0,0,1,0.979131,0.216439,0,0,0,0.952131,0.924824,0.77373
0,0,0,1,0.949881,1,0,0,0,0.999989,0.969785,0.713831
0,0,0,0.99577,0.922118,1,0,0,0,0.850096,0.815233,0.594787
0,0,0,1,0.941866,0.537095,0,0,0,0.999271,0.953449,0.73431
0,0,0,1,0.937916,1,0,0,0,0.988177,0.959154,0.769427
0,0,0,0.999081,0.961178,0.711739,0,0,0,0.999974,0.951323,0.699357
0,0,0,1,0.954355,0.244658,0,0,0,0.999986,0.969957,0.742982
0,0,0,1,0.92392,1,0,0,0,0.999995,0.934035,0.695545
0,0,0,1,0.939115,1,0,0,0,1,0.958693,0.699768
0,0,0,1,0.935206,0.536786,0,0,0,1,0.948346,0.695441
0,0,0,0,0,0,0,0,0,0.999999,0.958069,0.73431
0,0,0,1,0.929765,0.573407,0,0,0,0.999807,0.956715,0.743168
0,0,0,1,0.937719,0.462959,0,0,0,0.999995,0.957755,0.729231
0,0,0,1,0.948377,1,0,0,0,0.978794,0.963575,0.804713
0,0,0,0,0,0,0,0,0,0.999547,0.962603,0.735071
0,0,0,1,0.909913,1,0,0,0,0.982083,0.950411,0.800224
0,0,0,1,0.956781,1,0,0,0,0.999889,0.96856,0.753104
0,0,0,0,0,0,0,0,0,1,0.97567,0.750004
0,0,0,0.991219,0.916578,1,0,0,0,1,0.948728,0.697197
0,0,0,0.993135,0.908599,1,0,0,0,1,0.953362,0.698741
0,0,0,1,0.954236,0.244364,0,0,0,0.999994,0.946101,0.712132
0,0,0,1,0.982182,0.211844,0,0,0,0.999395,0.909586,0.679072
0,0,0,0,0,0,0,0,0,0.999569,0.912436,0.678327
0,0,0,0.989644,0.938767,1,0,0,0,0.955734,0.914291,0.708515
0,0,0,0.989868,0.92971,1,0,0,0,0.858955,0.822332,0.610395
0,0,0,1,0.977416,0.214,0,0,0,0.999995,0.959988,0.7324
0,0,0,1,0.910765,1,0,0,0,1,0.939471,0.706494
0,0,0,0.99358,0.919975,1,0,0,0,1,0.944995,0.688887
0,0,0,1,0.943579,1,0,0,0,0.999999,0.936634,0.68342
0,0,0,1,0.935484,1,0,0,0,0.928539,0.900879,0.709221
0,0,0,1,0.946232,0.336442,0,0,0,1,0.954984,0.728459
0,0,0,1,0.976917,0.185376,0,0,0,1,0.950869,0.727104
0,0,0,1,0.956641,1,0,0,0,0.854278,0.823612,0.608536
0,0,0,1,0.96927,0.587425,0,0,0,0.999926,0.949669,0.727201
0,0,0,1,0.933804,0.880258,0,0,0,0.992274,0.948822,0.746324
0,0,0,1,0.944059,1,0,0,0,1,0.974239,0.743913
0,0,0,1,0.934566,1,0,0,0,1,0.947381,0.695752
0,0,0,1,0.922755,0.83239,0,0,0,0.949763,0.927757,0.742235
0,0,0,0.999918,0.990147,0.533541,0,0,0,0.998731,0.907804,0.675444
0,0,0,1,0.940697,0.575793,0,0,0,0.999988,0.961316,0.715424
0,0,0,1,0.951711,0.264491,0,0,0,1,0.975484,0.717408
0,0,0,1,0.942772,0.464938,0,0,0,1,0.97319,0.741861
0,0,0,0,0,0,0,0,0,0.8874,0.844537,0.64791
0,0,0,1,0.954128,0.244093,0,0,0,0.999996,0.968856,0.733356
0,0,0,1,0.947939,1,0,0,0,1,0.979315,0.733547
0,0,0,0,0,0,0,0,0,0.949389,0.912748,0.727782
0,0,0,1,0.950697,1,0,0,0,0.967656,0.921781,0.717705
0,0,0,1,0.933713,1,0,0,0,0.958304,0.934753,0.761538
0,0,0,1,0.937584,1,0,0,0,0.996235,0.930205,0.736401
0,0,0,0.96457,0.933948,1,0,0,0,1,0.951594,0.70202
0,0,0,0,0,0,0,0,0,0.920504,0.89607,0.751283
0,0,0,0.990756,0.916427,1,0,0,0,0.987228,0.962391,0.79166
0,0,0,1,0.933815,0.879695,0,0,0,0.93511,0.88642,0.683525
0,0,0,1,0.980047,0.325307,0,0,0,1,0.974483,0.753648
0,0,0,1,0.976972,0.204311,0,0,0,0.999978,0.92523,0.680348
0,0,0,1,0.935682,0.699062,0,0,0,0.99999,0.961389,0.739986
0,0,0,1,0.944518,0.429822,0,0,0,0.903465,0.877477,0.707
0,0,0,0,0,0,0,0,0,0.999301,0.926037,0.698638
0,0,0,0.973548,0.91383,1,0,0,0,0.944382,0.895157,0.681303
0,0,0,1,0.934024,0.836256,0,0,0,0.962813,0.939025,0.770465
0,0,0,1,0.925518,1,0,0,0,0.997722,0.900705,0.671363
0,0,0,1,0.952623,0.263457,0,0,0,0.927232,0.90813,0.732209
0,0,0,1,0.976971,0.204306,0,0,0,0.999996,0.928926,0.687735
0,0,0,0,0,0,0,0,0,0.865679,0.835752,0.628065
0,0,0,1,0.939779,1,0,0,0,1,0.970632,0.7413
0,0,0,1,0.935592,1,0,0,0,1,0.975762,0.748904
0,0,0,1,0.945764,0.396354,0,0,0,0.838415,0.804866,0.582491
0,0,0,0.970198,0.940994,1,0,0,0,1,0.972467,0.737347
0,0,0,1,0.941888,0.537221,0,0,0,0.997274,0.962036,0.757077
0,0,0,1,0.949396,0.336346,0,0,0,0.952042,0.9229,0.771672
0,0,0,1,0.956824,1,0,0,0,0.823044,0.794225,0.599778
0,0,0,1,0.951373,1,0,0,0,1,0.965835,0.73659
0,0,0,1,0.937564,0.46267,0,0,0,0.874614,0.829354,0.605682
0,0,0,1,0.944451,0.365861,0,0,0,0.985936,0.965512,0.779993
0,0,0,0,0,0,0,0,0,1,0.964119,0.739046
0,0,0,1,0.950439,1,0,0,0,0.906653,0.880077,0.683631
0,0,0,1,0.947921,0.463926,0,0,0,0.999996,0.964987,0.710427
0,0,0,1,0.976973,0.204316,0,0,0,0.964921,0.936634,0.787441
0,0,0,1,0.933573,0.977552,0,0,0,1,0.972362,0.750918
0,0,0,1,0.933632,1,0,0,0,0.934634,0.906156,0.715126
0,0,0,1,0.938594,0.660132,0,0,0,0.950134,0.9255,0.748168
0,0,0,0,0,0,0,0,0,0.873539,0.83602,0.627495
0,0,0,1,0.966402,0.224984,0,0,0,0.999996,0.963092,0.720172
0,0,0,1,0.943419,1,0,0,0,1,0.973342,0.717705
0,0,0,1,0.976916,0.185373,0,0,0,0.999613,0.965381,0.7413
0,0,0,1,0.938609,0.660317,0,0,0,1,0.956877,0.718002
0,0,0,0,0,0,0,0,0,0.996623,0.948917,0.739799
0,0,0,0.971131,0.97536,0.77143,0,0,0,0.999971,0.955486,0.710729
0,0,0,1,0.949319,0.336124,0,0,0,0.999992,0.960878,0.731826
0,0,0,1,0.944288,0.429397,0,0,0,0.941975,0.903465,0.702734
0,0,0,1,0.935079,0.536075,0,0,0,1,0.97024,0.731059
0,0,0,1,0.933498,0.980634,0,0,0,0.999999,0.944074,0.692122
0,0,0,1,0.937507,1,0,0,0,0.995189,0.972046,0.810028
0,0,0,1,0.945307,0.927383,0,0,0,0.931711,0.894605,0.705582
0,0,0,0.975715,0.919304,1,0,0,0,0.999999,0.959231,0.74055
0,0,0,1,0.905636,1,0,0,0,1,0.954732,0.695028
0,0,0,1,0.977531,0.530643,0,0,0,1,0.975249,0.719581
0,0,0,1,0.932882,1,0,0,0,0.999991,0.936981,0.695441
0,0,0,1,0.949727,1,0,0,0,0.999989,0.960952,0.739986
0,0,0,1,0.952586,0.263363,0,0,0,1,0.978915,0.742795
0,0,0,0.980334,0.957884,1,0,0,0,0.998415,0.956553,0.768038
0,0,0,1,0.934314,1,0,0,0,0.999815,0.951323,0.712232
0,0,0,0,0,0,0,0,0,0.999866,0.931338,0.690037
0,0,0,1,0.942036,1,0,0,0,0.996406,0.981875,0.830181
0,0,0,0,0,0,0,0,0,1,0.984635,0.755997
0,0,0,1,0.958337,0.770081,0,0,0,1,0.980053,0.773388
0,0,0,0,0,0,0,0,0,1,0.966789,0.740737
0,0,0,0.98218,0.924539,1,0,0,0,0.999997,0.946695,0.71103
7.51016e-06,2.38419e-07,0,1,0.934036,0.837183,0,0,0,0.83762,0.806243,0.597784
5.72203e-06,2.38419e-07,0,0,0,0,0,0,0,0.849597,0.808672,0.615608
0,0,0,1,0.952611,0.263425,0,0,0,0.824462,0.796767,0.605216
0,0,0,1,0.934711,0.790406,0,0,0,1,0.963437,0.733356
0,0,0,1,0.975458,0.201205,0,0,0,1,0.972675,0.727492
0,0,0,1,0.934608,0.428837,0,0,0,0.999993,0.960584,0.738103
0,0,0,1,0.948017,0.464034,0,0,0,0.999993,0.959231,0.739046
0,0,0,1,0.980217,0.198965,0,0,0,0.999997,0.931463,0.679923
0,0,0,0,0,0,0,0,0,0.882428,0.834946,0.615377
0,0,0,1,0.998488,0.231478,0,0,0,1,0.971184,0.740925
0,0,0,1,0.945858,1,0,0,0,0.997631,0.931088,0.705988
0,0,0,1,0.941939,0.537519,0,0,0,0.999749,0.955817,0.734501
0.419329,0.177679,0,1,0.963939,0.201294,0,0,0,0.999999,0.960952,0.733738
0,0,0,0,0,0,0,0,0,1,0.971347,0.741112
0,0,0,0,0,0,0,0,0,0.999998,0.960435,0.739611
0,0,0,0,0,0,0,0,0,0.997989,0.930584,0.709019
0,0,0,1,0.976755,0.203331,0,0,0,0.999991,0.957038,0.724578
0,0,0,1,0.973425,0.195695,0,0,0,1,0.973241,0.750736
0,0,0,1,0.954804,1,0,0,0,0.999995,0.964921,0.737158
0,0,0,0.964176,0.933825,1,0,0,0,0.999997,0.961244,0.734881
0,0,0,0,0,0,0,0,0,0.953794,0.90764,0.717408
0,0,0,1,0.950751,0.309291,0,0,0,0.999993,0.957038,0.739799
0,0,0,1,0.939758,1,0,0,0,1,0.972046,0.725162
0,0,0,1,0.937291,1,0,0,0,0.974869,0.957991,0.797872
0,0,0,0,0,0,0,0,0,0.906488,0.875468,0.693577
0,0,0,1,0.980713,0.207161,0,0,0,0.861072,0.784979,0.593668
0,0,0,1,0.935327,0.745669,0,0,0,1,0.958615,0.743541
0,0,0,1,0.982497,0.225569,0,0,0,1,0.971347,0.743913
0,0,0,0.983835,0.984437,0.63955,0,0,0,0.999996,0.964254,0.718989
0,0,0,1,0.966386,0.224947,0,0,0,0.999998,0.972985,0.710929
0,0,0,0,0,0,0,0,0,0.999998,0.941868,0.700895
0,0,0,0.990512,0.936462,1,0,0,0,0.99998,0.928797,0.686895
0,0,0,1,0.969026,0.591459,0,0,0,0.897874,0.855851,0.660829
0,0,0,1,0.933989,0.833874,0,0,0,0.999751,0.964656,0.732592
0,0,0,1,0.927029,1,0,0,0,0.940243,0.901921,0.704973
0,0,0,1,0.9515,1,0,0,0,0.998711,0.969556,0.774413
0,0,0,0.991847,0.950035,0.855556,0,0,0,0.999977,0.933066,0.690559
0,0,0,1,0.97778,0.487676,0,0,0,0.999991,0.933673,0.696165
0,0,0,1,0.94633,0.397153,0,0,0,0.997973,0.956391,0.720565
0,0,0,1,0.950575,1,0,0,0,0.858363,0.828245,0.627951
0,0,0,1,0.937295,1,0,0,0,0.999983,0.926437,0.681515
0,0,0,1,0.978577,0.194382,0,0,0,1,0.980129,0.722723
0,0,0,0,0,0,0,0,0,0.830594,0.800848,0.590307
0,0,0,1,0.956764,1,0,0,0,0.874077,0.832237,0.610686
0,0,0,1,0.933381,1,0,0,0,0.999959,0.922203,0.677261
0,0,0,0,0,0,0,0,0,0.792946,0.758332,0.597667
0,0,0,1,0.925533,1,0,0,0,0.999972,0.950227,0.739611
0,0,0,0.991593,0.914256,1,0,0,0,1,0.969556,0.735831
0,0,0,1,0.933822,0.831111,0,0,0,0.999926,0.96641,0.737158
0,0,0,1,0.944822,1,0,0,0,0.99642,0.901921,0.671686
0,0,0,1,0.954121,0.244076,0,0,0,0.967349,0.937326,0.791982
0,0,0,1,0.911164,1,0,0,0,0.909425,0.873215,0.688992
0,0,0,0,0,0,0,0,0,0.872021,0.846958,0.654122
0,0,0,1,0.938847,1,0,0,0,0.959687,0.93233,0.781664
0,0,0,1,0.935137,0.536402,0,0,0,1,0.967899,0.737914
0,0,0,1,0.974578,0.190865,0,0,0,0.999999,0.955817,0.737914
0,0,0,1,0.961161,0.263053,0,0,0,0.998451,0.969556,0.791176
0,0,0,1,0.998361,0.210519,0,0,0,0.999996,0.961965,0.710729
0,0,0,0.992611,0.919756,1,0,0,0,1,0.966156,0.743913
0,0,0,1,0.915721,1,0,0,0,1,0.974773,0.751648
0,0,0,0,0,0,0,0,0,0.99684,0.9659,0.784154
0,0,0,1,0.962893,0.202765,0,0,0,1,0.968915,0.731442
0,0,0,1,0.946021,1,0,0,0,0.974092,0.952486,0.78316
0,0,0,1,0.935682,0.699064,0,0,0,1,0.973844,0.742982
0,0,0,1,0.934608,0.7872,0,0,0,0.997479,0.966028,0.758868
0,0,0,1,0.925492,1,0,0,0,0.999998,0.959535,0.715126
0,0,0,1,0.955447,1,0,0,0,1,0.972046,0.722625
0,0,0,0,0,0,0,0,0,0.872782,0.843895,0.636692
0,0,0,1,0.945393,1,0,0,0,1,0.964321,0.714628
0,0,0,0,0,0,0,0,0,1,0.969785,0.742982
0,0,0,1,0.928703,0.614066,0,0,0,0.999999,0.950503,0.704465
0,0,0,0,0,0,0,0,0,0.901227,0.859192,0.665193
0,0,0,1,0.984037,0.253249,0,0,0,1,0.973894,0.737914
0,0,0,0,0,0,0,0,0,0.941868,0.919643,0.749271
0.0191091,0.00492775,0,0,0,0,0,0,0,0.805479,0.773045,0.589362
0,0,0,1,0.946089,1,0,0,0,0.999998,0.968797,0.71123
0,0,0,1,0.94554,0.924882,0,0,0,1,0.953101,0.736969
0,0,0,1,0.990181,0.532863,0,0,0,0.999997,0.950778,0.726037
0,0,0,0.981111,0.945221,1,0,0,0,1,0.973993,0.742422
0,0,0,1,0.977424,0.214042,0,0,0,0.99703,0.941547,0.712432
0,0,0,0,0,0,0,0,0,0.968974,0.91626,0.676513
0,0,0,1,0.943292,1,0,0,0,0.999991,0.956634,0.708313
0,0,0,1,0.926502,0.698894,0,0,0,0.962673,0.943556,0.779658
0,0,0,1,0.935103,0.536208,0,0,0,1,0.977241,0.725843
0,0,0,1,0.940791,0.576457,0,0,0,0.999954,0.947672,0.735642
0,0,0,0.967942,0.975066,0.774954,0,0,0,0.999985,0.933309,0.697403
0,0,0,1,0.945359,0.92683,0,0,0,0.988177,0.971129,0.811527
